
IS;180;8810;8995;
QS;180;1361;2520;
MS;180;1133;2728;

IS;190;9121;9312;
QS;190;1402;3009;
MS;190;1208;2908;

IS;200;10114;10316;
QS;200;1602;3144;
MS;200;1274;3088;

IS;10;21;30;
QS;10;23;60;
MS;10;22;68;

IS;20;118;138;
QS;20;64;174;
MS;20;66;176;

IS;30;226;260;
QS;30;117;303;
MS;30;111;296;

IS;40;370;410;
QS;40;216;348;
MS;40;159;432;

IS;50;631;683;
QS;50;288;576;
MS;50;217;572;

IS;60;851;913;
QS;60;346;855;
MS;60;286;712;

IS;70;1320;1391;
QS;70;355;654;
MS;70;338;864;

IS;80;1690;1771;
QS;80;491;1068;
MS;80;411;1024;

IS;90;1968;2061;
QS;90;569;954;
MS;90;471;1184;

IS;100;2493;2599;
QS;100;717;1443;
MS;100;546;1344;

IS;110;2989;3102;
QS;110;732;1089;
MS;110;619;1504;

IS;120;3412;3532;
QS;120;1114;1713;
MS;120;689;1664;

IS;130;4479;4612;
QS;130;897;2031;
MS;130;745;1828;

IS;140;5256;5405;
QS;140;999;2088;
MS;140;818;2008;

IS;150;6259;6412;
QS;150;1178;2163;
MS;150;900;2188;

IS;160;6949;7109;
QS;160;1174;2301;
MS;160;977;2368;

IS;170;7318;7489;
QS;170;1372;2427;
MS;170;1057;2548;

IS;180;8721;8908;
QS;180;1365;2724;
MS;180;1129;2728;

IS;190;9073;9266;
QS;190;1730;3186;
MS;190;1200;2908;

IS;200;9899;10101;
QS;200;1552;3123;
MS;200;1288;3088;

IS;10;34;45;
QS;10;25;72;
MS;10;22;68;

IS;20;97;119;
QS;20;65;177;
MS;20;64;176;

IS;30;230;265;
QS;30;162;318;
MS;30;111;296;

IS;40;392;433;
QS;40;219;363;
MS;40;163;432;

IS;50;586;636;
QS;50;232;624;
MS;50;227;572;

IS;60;951;1014;
QS;60;349;792;
MS;60;282;712;

IS;70;1252;1323;
QS;70;352;813;
MS;70;334;864;

IS;80;1615;1697;
QS;80;504;1308;
MS;80;414;1024;

IS;90;2118;2210;
QS;90;513;1062;
MS;90;474;1184;

IS;100;2881;2986;
QS;100;687;1491;
MS;100;540;1344;

IS;110;2972;3083;
QS;110;633;1449;
MS;110;607;1504;

IS;120;3332;3455;
QS;120;792;1467;
MS;120;678;1664;

IS;130;4458;4589;
QS;130;1029;2403;
MS;130;758;1828;

IS;140;4903;5048;
QS;140;1001;2181;
MS;140;826;2008;

IS;150;5625;5779;
QS;150;1021;2274;
MS;150;899;2188;

IS;160;6613;6776;
QS;160;1043;2076;
MS;160;984;2368;

IS;170;7569;7744;
QS;170;1283;2349;
MS;170;1054;2548;

IS;180;7773;7956;
QS;180;1301;2583;
MS;180;1117;2728;

IS;190;8868;9064;
QS;190;1386;3180;
MS;190;1195;2908;

IS;200;9984;10185;
QS;200;1358;2841;
MS;200;1279;3088;

IS;10;32;41;
QS;10;27;84;
MS;10;24;68;

IS;20;131;152;
QS;20;67;183;
MS;20;63;176;

IS;30;263;294;
QS;30;123;270;
MS;30;106;296;

IS;40;438;482;
QS;40;212;363;
MS;40;159;432;

IS;50;603;654;
QS;50;256;573;
MS;50;224;572;

IS;60;921;981;
QS;60;293;771;
MS;60;284;712;

IS;70;1473;1548;
QS;70;417;1059;
MS;70;345;864;

IS;80;1677;1760;
QS;80;462;1002;
MS;80;409;1024;

IS;90;2110;2202;
QS;90;638;1470;
MS;90;476;1184;

IS;100;2529;2632;
QS;100;803;1308;
MS;100;547;1344;

IS;110;3171;3283;
QS;110;726;1335;
MS;110;610;1504;

IS;120;3494;3617;
QS;120;769;1698;
MS;120;678;1664;

IS;130;4006;4144;
QS;130;1088;2640;
MS;130;746;1828;

IS;140;5295;5437;
QS;140;940;1905;
MS;140;825;2008;

IS;150;5807;5964;
QS;150;901;1905;
MS;150;897;2188;

IS;160;7079;7240;
QS;160;1077;2112;
MS;160;970;2368;

IS;170;7727;7904;
QS;170;1205;2316;
MS;170;1047;2548;

IS;180;8267;8450;
QS;180;1373;2850;
MS;180;1132;2728;

IS;190;9823;10015;
QS;190;1446;3117;
MS;190;1201;2908;

IS;200;10038;10242;
QS;200;1477;3261;
MS;200;1282;3088;

IS;10;33;43;
QS;10;24;78;
MS;10;21;68;

IS;20;94;115;
QS;20;109;249;
MS;20;64;176;

IS;30;268;302;
QS;30;126;270;
MS;30;113;296;

IS;40;450;493;
QS;40;176;408;
MS;40;162;432;

IS;50;767;823;
QS;50;259;495;
MS;50;224;572;

IS;60;1046;1107;
QS;60;321;699;
MS;60;289;712;

IS;70;1208;1284;
QS;70;369;807;
MS;70;345;864;

IS;80;1645;1729;
QS;80;462;834;
MS;80;411;1024;

IS;90;1969;2060;
QS;90;701;1512;
MS;90;483;1184;

IS;100;2535;2640;
QS;100;582;1158;
MS;100;549;1344;

IS;110;3483;3596;
QS;110;712;1668;
MS;110;616;1504;

IS;120;3204;3324;
QS;120;946;1716;
MS;120;677;1664;

IS;130;4513;4646;
QS;130;814;1821;
MS;130;742;1828;

IS;140;5261;5401;
QS;140;920;2076;
MS;140;824;2008;

IS;150;5820;5972;
QS;150;1217;2208;
MS;150;901;2188;

IS;160;6399;6564;
QS;160;1181;2130;
MS;160;961;2368;

IS;170;7138;7311;
QS;170;1259;2268;
MS;170;1069;2548;

IS;180;8108;8290;
QS;180;1470;2457;
MS;180;1109;2728;

IS;190;9616;9810;
QS;190;1410;2679;
MS;190;1216;2908;

IS;200;9843;10051;
QS;200;1580;3351;
MS;200;1288;3088;

IS;10;26;36;
QS;10;24;48;
MS;10;22;68;

IS;20;124;144;
QS;20;60;180;
MS;20;67;176;

IS;30;241;272;
QS;30;100;261;
MS;30;112;296;

IS;40;424;464;
QS;40;184;411;
MS;40;163;432;

IS;50;690;741;
QS;50;233;585;
MS;50;223;572;

IS;60;928;988;
QS;60;309;564;
MS;60;283;712;

IS;70;1519;1591;
QS;70;408;888;
MS;70;343;864;

IS;80;1734;1816;
QS;80;476;1029;
MS;80;404;1024;

IS;90;1920;2014;
QS;90;618;1104;
MS;90;477;1184;

IS;100;2312;2418;
QS;100;673;1563;
MS;100;542;1344;

IS;110;3166;3279;
QS;110;682;1674;
MS;110;610;1504;

IS;120;3584;3704;
QS;120;813;1650;
MS;120;678;1664;

IS;130;4776;4911;
QS;130;855;1656;
MS;130;755;1828;

IS;140;5422;5565;
QS;140;957;1629;
MS;140;824;2008;

IS;150;5205;5360;
QS;150;1098;2478;
MS;150;901;2188;

IS;160;6778;6938;
QS;160;1137;2307;
MS;160;971;2368;

IS;170;7719;7894;
QS;170;1550;2895;
MS;170;1056;2548;

IS;180;7815;7997;
QS;180;1254;2313;
MS;180;1119;2728;

IS;190;8963;9152;
QS;190;1653;3561;
MS;190;1203;2908;

IS;200;10545;10748;
QS;200;1533;3147;
MS;200;1275;3088;

IS;10;30;40;
QS;10;23;66;
MS;10;22;68;

IS;20;106;125;
QS;20;62;150;
MS;20;63;176;

IS;30;204;238;
QS;30;142;294;
MS;30;110;296;

IS;40;414;453;
QS;40;185;387;
MS;40;167;432;

IS;50;695;753;
QS;50;234;558;
MS;50;222;572;

IS;60;863;925;
QS;60;320;672;
MS;60;289;712;

IS;70;1294;1366;
QS;70;413;846;
MS;70;344;864;

IS;80;1672;1754;
QS;80;506;1068;
MS;80;413;1024;

IS;90;2028;2121;
QS;90;594;1359;
MS;90;483;1184;

IS;100;2640;2746;
QS;100;640;1311;
MS;100;541;1344;

IS;110;3017;3134;
QS;110;753;1422;
MS;110;616;1504;

IS;120;3617;3739;
QS;120;843;1851;
MS;120;686;1664;

IS;130;4767;4899;
QS;130;764;1785;
MS;130;749;1828;

IS;140;5633;5774;
QS;140;969;2097;
MS;140;820;2008;

IS;150;6052;6209;
QS;150;1059;1953;
MS;150;898;2188;

IS;160;6796;6960;
QS;160;1084;2121;
MS;160;988;2368;

IS;170;7496;7671;
QS;170;1085;2244;
MS;170;1060;2548;

IS;180;8486;8668;
QS;180;1195;2256;
MS;180;1135;2728;

IS;190;9781;9975;
QS;190;1467;3096;
MS;190;1202;2908;

IS;200;9148;9355;
QS;200;1589;3279;
MS;200;1265;3088;

IS;10;31;44;
QS;10;23;63;
MS;10;25;68;

IS;20;120;143;
QS;20;66;186;
MS;20;67;176;

IS;30;263;295;
QS;30;112;288;
MS;30;111;296;

IS;40;386;428;
QS;40;182;351;
MS;40;162;432;

IS;50;718;771;
QS;50;230;555;
MS;50;221;572;

IS;60;1044;1108;
QS;60;344;798;
MS;60;284;712;

IS;70;1393;1467;
QS;70;390;774;
MS;70;340;864;

IS;80;1489;1572;
QS;80;486;1116;
MS;80;413;1024;

IS;90;1989;2083;
QS;90;536;1311;
MS;90;469;1184;

IS;100;2591;2696;
QS;100;626;1359;
MS;100;539;1344;

IS;110;2993;3108;
QS;110;812;1455;
MS;110;609;1504;

IS;120;3553;3676;
QS;120;988;2028;
MS;120;682;1664;

IS;130;4697;4833;
QS;130;870;1983;
MS;130;756;1828;

IS;140;5017;5159;
QS;140;980;2061;
MS;140;815;2008;

IS;150;5647;5802;
QS;150;1393;2613;
MS;150;909;2188;

IS;160;6490;6657;
QS;160;1021;2202;
MS;160;960;2368;

IS;170;7421;7595;
QS;170;1153;2595;
MS;170;1062;2548;

IS;180;9006;9190;
QS;180;1449;3156;
MS;180;1137;2728;

IS;190;9441;9636;
QS;190;1455;2772;
MS;190;1190;2908;

IS;200;9589;9793;
QS;200;1713;3057;
MS;200;1279;3088;

IS;10;29;40;
QS;10;23;78;
MS;10;24;68;

IS;20;128;150;
QS;20;59;159;
MS;20;61;176;

IS;30;259;290;
QS;30;110;306;
MS;30;116;296;

IS;40;381;423;
QS;40;249;573;
MS;40;161;432;

IS;50;578;630;
QS;50;274;687;
MS;50;220;572;

IS;60;945;1008;
QS;60;370;774;
MS;60;284;712;

IS;70;1319;1395;
QS;70;359;687;
MS;70;343;864;

IS;80;1529;1610;
QS;80;446;1065;
MS;80;395;1024;

IS;90;2168;2258;
QS;90;545;996;
MS;90;474;1184;

IS;100;2675;2779;
QS;100;632;1413;
MS;100;539;1344;

IS;110;3275;3391;
QS;110;678;1521;
MS;110;618;1504;

IS;120;3825;3948;
QS;120;771;1599;
MS;120;690;1664;

IS;130;4071;4204;
QS;130;903;1731;
MS;130;759;1828;

IS;140;4901;5045;
QS;140;1097;2130;
MS;140;825;2008;

IS;150;5283;5434;
QS;150;1014;2016;
MS;150;908;2188;

IS;160;6345;6509;
QS;160;1013;2160;
MS;160;970;2368;

IS;170;7024;7201;
QS;170;1320;2805;
MS;170;1052;2548;

IS;180;8421;8605;
QS;180;1525;3597;
MS;180;1138;2728;

IS;190;8628;8818;
QS;190;1377;2970;
MS;190;1210;2908;

IS;200;9521;9724;
QS;200;1487;3009;
MS;200;1264;3088;

QS;1000;10476;19986;
MS;1000;8730;19952;

QS;2000;25253;50511;
MS;2000;19418;43904;

QS;3000;37834;62487;
MS;3000;30896;69808;

QS;4000;54530;89373;
MS;4000;42874;95808;

QS;5000;73398;121089;
MS;5000;55204;123616;

QS;6000;88429;152100;
MS;6000;67879;151616;

QS;7000;99953;176214;
MS;7000;80674;179616;

QS;8000;136198;248988;
MS;8000;93591;207616;

QS;9000;143517;261837;
MS;9000;106962;237232;

QS;10000;156878;264336;
MS;10000;120534;267232;

QS;11000;167012;279195;
MS;11000;134064;297232;

QS;12000;191031;342420;
MS;12000;147604;327232;

QS;13000;207809;349353;
MS;13000;161522;357232;

QS;14000;241588;460425;
MS;14000;175436;387232;

QS;15000;255844;426846;
MS;15000;189142;417232;

QS;16000;260571;432420;
MS;16000;203249;447232;

QS;17000;288221;538485;
MS;17000;217592;478464;

QS;18000;289473;507543;
MS;18000;231986;510464;

QS;19000;304849;537657;
MS;19000;246487;542464;

QS;20000;343986;608505;
MS;20000;260891;574464;

QS;1000;11134;20799;
MS;1000;8712;19952;

QS;2000;26447;49974;
MS;2000;19427;43904;

QS;3000;39402;65016;
MS;3000;30945;69808;

QS;4000;53902;92181;
MS;4000;42843;95808;

QS;5000;78081;131874;
MS;5000;55176;123616;

QS;6000;85028;148749;
MS;6000;67801;151616;

QS;7000;102885;200061;
MS;7000;80608;179616;

QS;8000;126259;214419;
MS;8000;93679;207616;

QS;9000;143374;229626;
MS;9000;107001;237232;

QS;10000;150402;253482;
MS;10000;120403;267232;

QS;11000;166937;300810;
MS;11000;134147;297232;

QS;12000;189792;329232;
MS;12000;147652;327232;

QS;13000;205689;360927;
MS;13000;161465;357232;

QS;14000;224026;358422;
MS;14000;175393;387232;

QS;15000;247187;444915;
MS;15000;189370;417232;

QS;16000;274626;479988;
MS;16000;203283;447232;

QS;17000;268431;457725;
MS;17000;217474;478464;

QS;18000;295923;449835;
MS;18000;231984;510464;

QS;19000;298759;504597;
MS;19000;246405;542464;

QS;20000;341398;543357;
MS;20000;260819;574464;

QS;1000;10224;19920;
MS;1000;8691;19952;

QS;2000;23728;43854;
MS;2000;19363;43904;

QS;3000;36422;69837;
MS;3000;30915;69808;

QS;4000;54263;107409;
MS;4000;42801;95808;

QS;5000;73931;128520;
MS;5000;55236;123616;

QS;6000;85716;153078;
MS;6000;67923;151616;

QS;7000;104480;170196;
MS;7000;80679;179616;

QS;8000;130992;222786;
MS;8000;93614;207616;

QS;9000;132435;222150;
MS;9000;106992;237232;

QS;10000;162643;285141;
MS;10000;120315;267232;

QS;11000;167346;291927;
MS;11000;133978;297232;

QS;12000;179068;305016;
MS;12000;147712;327232;

QS;13000;214937;387468;
MS;13000;161446;357232;

QS;14000;229040;354384;
MS;14000;175383;387232;

QS;15000;238075;445665;
MS;15000;189262;417232;

QS;16000;258893;415998;
MS;16000;203328;447232;

QS;17000;294787;494394;
MS;17000;217592;478464;

QS;18000;307406;491721;
MS;18000;231868;510464;

QS;19000;325326;599013;
MS;19000;246416;542464;

QS;20000;317693;539121;
MS;20000;260766;574464;

QS;1000;9788;17640;
MS;1000;8688;19952;

QS;2000;23114;42600;
MS;2000;19422;43904;

QS;3000;36762;63018;
MS;3000;30916;69808;

QS;4000;51936;93030;
MS;4000;42755;95808;

QS;5000;71559;133098;
MS;5000;55198;123616;

QS;6000;89066;155655;
MS;6000;67784;151616;

QS;7000;104185;185217;
MS;7000;80737;179616;

QS;8000;119101;202194;
MS;8000;93640;207616;

QS;9000;146122;250773;
MS;9000;106964;237232;

QS;10000;161236;267081;
MS;10000;120477;267232;

QS;11000;167940;309348;
MS;11000;133983;297232;

QS;12000;194061;323784;
MS;12000;147729;327232;

QS;13000;202500;367848;
MS;13000;161515;357232;

QS;14000;223200;398421;
MS;14000;175284;387232;

QS;15000;264463;477081;
MS;15000;189291;417232;

QS;16000;282273;499191;
MS;16000;203201;447232;

QS;17000;309719;555360;
MS;17000;217522;478464;

QS;18000;302776;518064;
MS;18000;231907;510464;

QS;19000;332866;526389;
MS;19000;246391;542464;

QS;20000;326206;535572;
MS;20000;260805;574464;

QS;1000;10942;18897;
MS;1000;8684;19952;

QS;2000;24439;45240;
MS;2000;19427;43904;

QS;3000;38610;73218;
MS;3000;30887;69808;

QS;4000;54128;96792;
MS;4000;42833;95808;

QS;5000;75630;128052;
MS;5000;55162;123616;

QS;6000;94066;152532;
MS;6000;67814;151616;

QS;7000;109196;186837;
MS;7000;80635;179616;

QS;8000;119724;198510;
MS;8000;93709;207616;

QS;9000;133647;220101;
MS;9000;106923;237232;

QS;10000;157064;268902;
MS;10000;120448;267232;

QS;11000;171299;295335;
MS;11000;133986;297232;

QS;12000;190671;302043;
MS;12000;147514;327232;

QS;13000;198452;331842;
MS;13000;161568;357232;

QS;14000;251463;373656;
MS;14000;175166;387232;

QS;15000;233878;406572;
MS;15000;189261;417232;

QS;16000;254314;430311;
MS;16000;203378;447232;

QS;17000;284639;480066;
MS;17000;217446;478464;

QS;18000;301683;530568;
MS;18000;232001;510464;

QS;19000;320505;547071;
MS;19000;246415;542464;

QS;20000;329468;583749;
MS;20000;260898;574464;
