
HS;100;156;383;

IS;100;99;198;
MS;100;316;1344;
HS;100;98;382;

IS;100;4942;5111;
MS;100;368;1344;
HS;100;103;392;

IS;150;5305;5459;
MS;150;911;2188;
HS;150;179;583;

IS;150;149;298;
MS;150;515;2188;
HS;150;148;582;

IS;150;11160;11419;
MS;150;602;2188;
HS;150;146;584;

IS;200;9686;9889;
MS;200;1291;3088;
HS;200;282;792;

IS;200;199;398;
MS;200;732;3088;
HS;200;198;782;

IS;200;19884;20231;
MS;200;839;3088;
HS;200;203;791;

IS;250;16491;16747;
MS;250;1680;3988;
HS;250;355;983;

IS;250;249;498;
MS;250;983;3988;
HS;250;248;976;

IS;250;31121;31568;
MS;250;1042;3988;
HS;250;255;991;

IS;300;22524;22826;
MS;300;2089;4976;
HS;300;373;1184;

IS;300;299;598;
MS;300;1180;4976;
HS;300;298;1182;

IS;300;44844;45380;
MS;300;1334;4976;
HS;300;296;1184;

IS;350;31672;32025;
MS;350;2521;5976;
HS;350;464;1382;

IS;350;349;698;
MS;350;1411;5976;
HS;350;348;1378;

IS;350;61063;61686;
MS;350;1605;5976;
HS;350;347;1383;

IS;400;41043;41451;
MS;400;2960;6976;
HS;400;474;1585;

IS;400;399;798;
MS;400;1664;6976;
HS;400;398;1582;

IS;400;79779;80493;
MS;400;1860;6976;
HS;400;402;1589;

IS;450;50113;50564;
MS;450;3407;7976;
HS;450;702;1786;

IS;450;449;898;
MS;450;1927;7976;
HS;450;448;1780;

IS;450;101008;101798;
MS;450;2104;7976;
HS;450;457;1794;

IS;500;61448;61953;
MS;500;3851;8976;
HS;500;856;1989;

IS;500;499;998;
MS;500;2216;8976;
HS;500;498;1976;

IS;500;124727;125612;
MS;500;2344;8976;
HS;500;505;1990;

IS;550;75185;75743;
MS;550;4304;10052;
HS;550;664;2182;

IS;550;549;1098;
MS;550;2435;10052;
HS;550;548;2182;

IS;550;150964;151957;
MS;550;2644;10052;
HS;550;546;2185;

IS;600;86541;87147;
MS;600;4771;11152;
HS;600;887;2382;

IS;600;599;1198;
MS;600;2660;11152;
HS;600;598;2382;

IS;600;179679;180743;
MS;600;2977;11152;
HS;600;596;2385;

IS;650;103863;104515;
MS;650;5262;12252;
HS;650;764;2583;

IS;650;649;1298;
MS;650;2915;12252;
HS;650;648;2582;

IS;650;210904;212072;
MS;650;3261;12252;
HS;650;649;2588;

IS;700;121833;122537;
MS;700;5744;13352;
HS;700;1057;2779;

IS;700;699;1398;
MS;700;3172;13352;
HS;700;698;2778;

IS;700;244625;245870;
MS;700;3570;13352;
HS;700;697;2784;

IS;750;137369;138126;
MS;750;6250;14452;
HS;750;870;2980;

IS;750;749;1498;
MS;750;3457;14452;
HS;750;748;2976;

IS;750;280849;282178;
MS;750;3825;14452;
HS;750;746;2982;

IS;800;156587;157393;
MS;800;6719;15552;
HS;800;1139;3185;

IS;800;799;1598;
MS;800;3728;15552;
HS;800;798;3182;

IS;800;319563;320997;
MS;800;4104;15552;
HS;800;803;3190;

IS;850;183734;184593;
MS;850;7238;16652;
HS;850;1056;3382;

IS;850;849;1698;
MS;850;3993;16652;
HS;850;848;3378;

IS;850;360802;362336;
MS;850;4406;16652;
HS;850;850;3385;

IS;900;198835;199740;
MS;900;7724;17752;
HS;900;1020;3586;

IS;900;899;1798;
MS;900;4304;17752;
HS;900;898;3580;

IS;900;404510;406123;
MS;900;4644;17752;
HS;900;907;3594;

IS;950;222999;223950;
MS;950;8204;18852;
HS;950;1416;3781;

IS;950;949;1898;
MS;950;4597;18852;
HS;950;948;3774;

IS;950;450736;452430;
MS;950;4926;18852;
HS;950;954;3788;

IS;1000;251448;252454;
MS;1000;8680;19952;
HS;1000;1196;3987;

IS;1000;999;1998;
MS;1000;4932;19952;
HS;1000;998;3976;

IS;1000;499460;501251;
MS;1000;5158;19952;
HS;1000;1004;3988;

IS;100;2607;2711;
MS;100;542;1344;
HS;100;151;385;

IS;100;99;198;
MS;100;316;1344;
HS;100;98;382;

IS;100;4950;5130;
MS;100;363;1344;
HS;100;103;391;

IS;150;5929;6082;
MS;150;907;2188;
HS;150;234;584;

IS;150;149;298;
MS;150;515;2188;
HS;150;148;582;

IS;150;11171;11434;
MS;150;593;2188;
HS;150;146;584;

IS;200;10188;10393;
MS;200;1282;3088;
HS;200;303;787;

IS;200;199;398;
MS;200;732;3088;
HS;200;198;782;

IS;200;19892;20249;
MS;200;820;3088;
HS;200;203;791;

IS;250;15266;15518;
MS;250;1673;3988;
HS;250;386;985;

IS;250;249;498;
MS;250;983;3988;
HS;250;248;976;

IS;250;31119;31572;
MS;250;1035;3988;
HS;250;255;991;

IS;300;23990;24291;
MS;300;2093;4976;
HS;300;406;1183;

IS;300;299;598;
MS;300;1180;4976;
HS;300;298;1182;

IS;300;44839;45372;
MS;300;1337;4976;
HS;300;296;1185;

IS;350;32915;33269;
MS;350;2527;5976;
HS;350;501;1382;

IS;350;349;698;
MS;350;1411;5976;
HS;350;348;1378;

IS;350;61060;61680;
MS;350;1603;5976;
HS;350;347;1383;

IS;400;39680;40084;
MS;400;2954;6976;
HS;400;535;1585;

IS;400;399;798;
MS;400;1664;6976;
HS;400;398;1582;

IS;400;79787;80500;
MS;400;1844;6976;
HS;400;403;1591;

IS;450;50646;51099;
MS;450;3417;7976;
HS;450;641;1788;

IS;450;449;898;
MS;450;1927;7976;
HS;450;448;1780;

IS;450;101003;101805;
MS;450;2104;7976;
HS;450;457;1795;

IS;500;64143;64645;
MS;500;3852;8976;
HS;500;783;1982;

IS;500;499;998;
MS;500;2216;8976;
HS;500;498;1976;

IS;500;124739;125621;
MS;500;2332;8976;
HS;500;505;1990;

IS;550;74584;75138;
MS;550;4323;10052;
HS;550;793;2183;

IS;550;549;1098;
MS;550;2435;10052;
HS;550;548;2182;

IS;550;150953;151937;
MS;550;2651;10052;
HS;550;546;2185;

IS;600;95012;95618;
MS;600;4785;11152;
HS;600;905;2385;

IS;600;599;1198;
MS;600;2660;11152;
HS;600;598;2382;

IS;600;179683;180758;
MS;600;2968;11152;
HS;600;596;2385;

IS;650;103511;104168;
MS;650;5257;12252;
HS;650;919;2586;

IS;650;649;1298;
MS;650;2915;12252;
HS;650;648;2582;

IS;650;210900;212054;
MS;650;3279;12252;
HS;650;649;2588;

IS;700;123170;123877;
MS;700;5749;13352;
HS;700;773;2780;

IS;700;699;1398;
MS;700;3172;13352;
HS;700;698;2778;

IS;700;244621;245870;
MS;700;3553;13352;
HS;700;697;2784;

IS;750;139363;140121;
MS;750;6227;14452;
HS;750;1042;2981;

IS;750;749;1498;
MS;750;3457;14452;
HS;750;748;2976;

IS;750;280835;282164;
MS;750;3841;14452;
HS;750;745;2979;

IS;800;160962;161768;
MS;800;6723;15552;
HS;800;863;3188;

IS;800;799;1598;
MS;800;3728;15552;
HS;800;798;3182;

IS;800;319577;321014;
MS;800;4120;15552;
HS;800;803;3191;

IS;850;188156;189011;
MS;850;7232;16652;
HS;850;1154;3381;

IS;850;849;1698;
MS;850;3993;16652;
HS;850;848;3378;

IS;850;360790;362298;
MS;850;4419;16652;
HS;850;851;3387;

IS;900;204807;205714;
MS;900;7710;17752;
HS;900;1148;3589;

IS;900;899;1798;
MS;900;4304;17752;
HS;900;898;3580;

IS;900;404527;406145;
MS;900;4658;17752;
HS;900;907;3594;

IS;950;221195;222152;
MS;950;8183;18852;
HS;950;1407;3779;

IS;950;949;1898;
MS;950;4597;18852;
HS;950;948;3774;

IS;950;450737;452432;
MS;950;4907;18852;
HS;950;953;3785;

IS;1000;246855;247861;
MS;1000;8734;19952;
HS;1000;1351;3986;

IS;1000;999;1998;
MS;1000;4932;19952;
HS;1000;998;3976;

IS;1000;499456;501228;
MS;1000;5178;19952;
HS;1000;1005;3989;

IS;100;2627;2731;
MS;100;545;1344;
HS;100;153;386;

IS;100;99;198;
MS;100;316;1344;
HS;100;98;382;

IS;100;4942;5115;
MS;100;364;1344;
HS;100;103;390;

IS;150;5549;5705;
MS;150;902;2188;
HS;150;204;582;

IS;150;149;298;
MS;150;515;2188;
HS;150;148;582;

IS;150;11169;11434;
MS;150;594;2188;
HS;150;146;585;

IS;200;9997;10201;
MS;200;1268;3088;
HS;200;255;786;

IS;200;199;398;
MS;200;732;3088;
HS;200;198;782;

IS;200;19892;20247;
MS;200;825;3088;
HS;200;203;791;

IS;250;15798;16051;
MS;250;1672;3988;
HS;250;433;985;

IS;250;249;498;
MS;250;983;3988;
HS;250;248;976;

IS;250;31117;31564;
MS;250;1042;3988;
HS;250;255;991;

IS;300;22081;22387;
MS;300;2087;4976;
HS;300;469;1185;

IS;300;299;598;
MS;300;1180;4976;
HS;300;298;1182;

IS;300;44844;45372;
MS;300;1344;4976;
HS;300;296;1185;

IS;350;31845;32198;
MS;350;2516;5976;
HS;350;465;1380;

IS;350;349;698;
MS;350;1411;5976;
HS;350;348;1378;

IS;350;61058;61678;
MS;350;1598;5976;
HS;350;347;1383;

IS;400;39120;39523;
MS;400;2976;6976;
HS;400;562;1586;

IS;400;399;798;
MS;400;1664;6976;
HS;400;398;1582;

IS;400;79788;80504;
MS;400;1845;6976;
HS;400;403;1592;

IS;450;53323;53777;
MS;450;3396;7976;
HS;450;640;1792;

IS;450;449;898;
MS;450;1927;7976;
HS;450;448;1780;

IS;450;101009;101809;
MS;450;2100;7976;
HS;450;457;1795;

IS;500;61262;61765;
MS;500;3866;8976;
HS;500;546;1984;

IS;500;499;998;
MS;500;2216;8976;
HS;500;498;1976;

IS;500;124734;125619;
MS;500;2325;8976;
HS;500;505;1991;

IS;550;77027;77582;
MS;550;4320;10052;
HS;550;586;2182;

IS;550;549;1098;
MS;550;2435;10052;
HS;550;548;2182;

IS;550;150957;151942;
MS;550;2652;10052;
HS;550;546;2185;

IS;600;84536;85140;
MS;600;4777;11152;
HS;600;713;2385;

IS;600;599;1198;
MS;600;2660;11152;
HS;600;598;2382;

IS;600;179673;180738;
MS;600;2962;11152;
HS;600;596;2385;

IS;650;104530;105184;
MS;650;5259;12252;
HS;650;914;2584;

IS;650;649;1298;
MS;650;2915;12252;
HS;650;648;2582;

IS;650;210896;212053;
MS;650;3273;12252;
HS;650;649;2587;

IS;700;122977;123676;
MS;700;5734;13352;
HS;700;1076;2781;

IS;700;699;1398;
MS;700;3172;13352;
HS;700;698;2778;

IS;700;244623;245872;
MS;700;3555;13352;
HS;700;697;2784;

IS;750;142779;143531;
MS;750;6239;14452;
HS;750;1090;2977;

IS;750;749;1498;
MS;750;3457;14452;
HS;750;748;2976;

IS;750;280849;282190;
MS;750;3816;14452;
HS;750;746;2981;

IS;800;162824;163630;
MS;800;6715;15552;
HS;800;1050;3186;

IS;800;799;1598;
MS;800;3728;15552;
HS;800;798;3182;

IS;800;319575;321012;
MS;800;4110;15552;
HS;800;803;3192;

IS;850;179507;180358;
MS;850;7200;16652;
HS;850;1015;3385;

IS;850;849;1698;
MS;850;3993;16652;
HS;850;848;3378;

IS;850;360799;362327;
MS;850;4394;16652;
HS;850;850;3384;

IS;900;203378;204283;
MS;900;7695;17752;
HS;900;1347;3590;

IS;900;899;1798;
MS;900;4304;17752;
HS;900;898;3580;

IS;900;404518;406119;
MS;900;4674;17752;
HS;900;906;3592;

IS;950;231485;232442;
MS;950;8206;18852;
HS;950;1572;3782;

IS;950;949;1898;
MS;950;4597;18852;
HS;950;948;3774;

IS;950;450745;452427;
MS;950;4936;18852;
HS;950;954;3789;

IS;1000;247920;248930;
MS;1000;8694;19952;
HS;1000;1151;3985;

IS;1000;999;1998;
MS;1000;4932;19952;
HS;1000;998;3976;

IS;1000;499459;501250;
MS;1000;5159;19952;
HS;1000;1005;3991;

IS;100;2548;2649;
MS;100;537;1344;
HS;100;147;389;

IS;100;99;198;
MS;100;316;1344;
HS;100;98;382;

IS;100;4945;5118;
MS;100;361;1344;
HS;100;103;390;

IS;150;6248;6401;
MS;150;892;2188;
HS;150;217;584;

IS;150;149;298;
MS;150;515;2188;
HS;150;148;582;

IS;150;11174;11446;
MS;150;590;2188;
HS;150;146;585;

IS;200;10700;10905;
MS;200;1285;3088;
HS;200;231;788;

IS;200;199;398;
MS;200;732;3088;
HS;200;198;782;

IS;200;19892;20249;
MS;200;833;3088;
HS;200;203;792;

IS;250;16353;16609;
MS;250;1682;3988;
HS;250;398;985;

IS;250;249;498;
MS;250;983;3988;
HS;250;248;976;

IS;250;31121;31571;
MS;250;1033;3988;
HS;250;255;991;

IS;300;23125;23428;
MS;300;2118;4976;
HS;300;339;1184;

IS;300;299;598;
MS;300;1180;4976;
HS;300;298;1182;

IS;300;44840;45374;
MS;300;1333;4976;
HS;300;296;1184;

IS;350;28191;28544;
MS;350;2520;5976;
HS;350;436;1382;

IS;350;349;698;
MS;350;1411;5976;
HS;350;348;1378;

IS;350;61062;61683;
MS;350;1602;5976;
HS;350;347;1384;

IS;400;43092;43498;
MS;400;2984;6976;
HS;400;657;1585;

IS;400;399;798;
MS;400;1664;6976;
HS;400;398;1582;

IS;400;79784;80500;
MS;400;1849;6976;
HS;400;403;1591;

IS;450;49684;50136;
MS;450;3396;7976;
HS;450;654;1786;

IS;450;449;898;
MS;450;1927;7976;
HS;450;448;1780;

IS;450;101009;101818;
MS;450;2104;7976;
HS;450;457;1793;

IS;500;61832;62337;
MS;500;3855;8976;
HS;500;688;1985;

IS;500;499;998;
MS;500;2216;8976;
HS;500;498;1976;

IS;500;124737;125634;
MS;500;2328;8976;
HS;500;505;1990;

IS;550;72560;73112;
MS;550;4302;10052;
HS;550;616;2184;

IS;550;549;1098;
MS;550;2435;10052;
HS;550;548;2182;

IS;550;150952;151916;
MS;550;2656;10052;
HS;550;546;2185;

IS;600;91178;91783;
MS;600;4820;11152;
HS;600;783;2384;

IS;600;599;1198;
MS;600;2660;11152;
HS;600;598;2382;

IS;600;179679;180749;
MS;600;2970;11152;
HS;600;596;2384;

IS;650;103312;103965;
MS;650;5253;12252;
HS;650;698;2584;

IS;650;649;1298;
MS;650;2915;12252;
HS;650;648;2582;

IS;650;210897;212044;
MS;650;3265;12252;
HS;650;649;2587;

IS;700;114030;114736;
MS;700;5750;13352;
HS;700;1056;2781;

IS;700;699;1398;
MS;700;3172;13352;
HS;700;698;2778;

IS;700;244622;245867;
MS;700;3562;13352;
HS;700;697;2784;

IS;750;137280;138037;
MS;750;6224;14452;
HS;750;1016;2980;

IS;750;749;1498;
MS;750;3457;14452;
HS;750;748;2976;

IS;750;280845;282186;
MS;750;3816;14452;
HS;750;746;2981;

IS;800;156535;157340;
MS;800;6709;15552;
HS;800;967;3187;

IS;800;799;1598;
MS;800;3728;15552;
HS;800;798;3182;

IS;800;319571;320992;
MS;800;4120;15552;
HS;800;803;3191;

IS;850;166937;167793;
MS;850;7208;16652;
HS;850;1097;3382;

IS;850;849;1698;
MS;850;3993;16652;
HS;850;848;3378;

IS;850;360791;362293;
MS;850;4410;16652;
HS;850;851;3387;

IS;900;200580;201485;
MS;900;7727;17752;
HS;900;1112;3590;

IS;900;899;1798;
MS;900;4304;17752;
HS;900;898;3580;

IS;900;404517;406114;
MS;900;4655;17752;
HS;900;907;3593;

IS;950;236040;236995;
MS;950;8221;18852;
HS;950;1288;3776;

IS;950;949;1898;
MS;950;4597;18852;
HS;950;948;3774;

IS;950;450733;452417;
MS;950;4932;18852;
HS;950;953;3786;

IS;1000;256032;257035;
MS;1000;8733;19952;
HS;1000;1304;3981;

IS;1000;999;1998;
MS;1000;4932;19952;
HS;1000;998;3976;

IS;1000;499472;501263;
MS;1000;5157;19952;
HS;1000;1005;3990;
